TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-06-19 12:33:54,1781872434678,task-management-application1.vercel.app/,GET,,500,d6ldh-1781872434678-1ed47ebff312,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1.vercel.app,task-management-application1.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,732,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFXZ8PJYCG8QTR2M9QSH0RD,,-1,,
2026-06-19 12:33:48,1781872428932,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/favicon.png,GET,,500,gwrvn-1781872428128-8a3e17c2e74b,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,,,,,"◇ injected env (0) from .env // tip: ⌘ enable debugging { debug: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:33:48,1781872428128,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/favicon.png,GET,,500,gwrvn-1781872428128-8a3e17c2e74b,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,741,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFXZ14JKKRQSQBN65Y1MS08,,-1,,
2026-06-19 12:33:46,1781872426040,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/favicon.png,GET,,500,cw5t8-1781872425217-bbfa0376d53f,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,,,,,"◇ injected env (0) from .env // tip: ⌘ enable debugging { debug: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:33:45,1781872425217,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/favicon.png,GET,,500,cw5t8-1781872425217-bbfa0376d53f,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,767,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFXYY9D2S2PNS0M3T946QVB,,-1,,
2026-06-19 12:33:44,1781872424148,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/favicon.png,GET,,500,jqhbk-1781872423350-21d87e3539e3,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,,,,,"◇ injected env (0) from .env // tip: ⌘ custom filepath { path: '/custom/path/.env' }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:33:43,1781872423350,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/favicon.png,GET,,500,jqhbk-1781872423350-21d87e3539e3,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,737,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFXYWF5VTRZSS5B0B3632EK,,-1,,
2026-06-19 12:33:43,1781872423286,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/favicon.ico,GET,,500,hczq4-1781872422510-8e327f112726,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,,,,,"◇ injected env (0) from .env // tip: ◈ encrypted .env [www.dotenvx.com]
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:33:42,1781872422510,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/favicon.ico,GET,,500,hczq4-1781872422510-8e327f112726,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,722,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFXYVMT2YTSSKD5JE8RSD2Q,,-1,,
2026-06-19 12:33:44,1781872424632,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/,GET,,500,n9jxd-1781872422499-b92a9d2f1401,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,,,,,"◇ injected env (0) from .env // tip: ⌘ custom filepath { path: '/custom/path/.env' }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.
◇ injected env (0) from .env // tip: ⌘ suppress logs { quiet: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:33:42,1781872422499,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/,GET,,500,n9jxd-1781872422499-b92a9d2f1401,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,762,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFXYVT8283D6Z2GJ6JC54P0,,-1,,
2026-06-19 12:33:43,1781872423249,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/,GET,,500,vrhn4-1781872422333-c1b1db148d66,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,,,,,"◇ injected env (0) from .env // tip: ⌘ suppress logs { quiet: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:33:42,1781872422333,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/,GET,,500,vrhn4-1781872422333-c1b1db148d66,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,738,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFXYVJZ7XBP170RQ95BGRXE,,-1,,
2026-06-19 12:33:40,1781872420447,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/favicon.ico,GET,,500,zczt9-1781872419645-1d1d78a159ab,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,,,,,"◇ injected env (0) from .env // tip: ⌘ custom filepath { path: '/custom/path/.env' }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:33:39,1781872419645,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/favicon.ico,GET,,500,zczt9-1781872419645-1d1d78a159ab,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,736,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFXYRVBPZ8XB3NBGNYZS1SV,,-1,,
2026-06-19 12:33:38,1781872418566,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/favicon.ico,GET,,500,gddkp-1781872417671-6069502c8ca2,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,,,,,"◇ injected env (0) from .env // tip: ◈ encrypted .env [www.dotenvx.com]
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:33:37,1781872417671,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/favicon.ico,GET,,500,gddkp-1781872417671-6069502c8ca2,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,711,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFXYQ1K317P295DHP4WH3BW,,-1,,
2026-06-19 12:33:37,1781872417615,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/,GET,,500,rtbxm-1781872416689-2b2070353cb9,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,,,,,"◇ injected env (0) from .env // tip: ⌘ override existing { override: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:33:36,1781872416689,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/,GET,,500,rtbxm-1781872416689-2b2070353cb9,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,753,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFXYP2K4VVR1GCH7RNDMJ90,,-1,,
2026-06-19 12:33:35,1781872415589,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/,GET,,500,lff7g-1781872413160-e80cb689a319,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,,,,,"◇ injected env (0) from .env // tip: ◈ encrypted .env [www.dotenvx.com]
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.
◇ injected env (0) from .env // tip: ◈ encrypted .env [www.dotenvx.com]
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:33:33,1781872413160,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/,GET,,500,lff7g-1781872413160-e80cb689a319,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,725,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFXYJX3Q7J74XBMNZE5VTJ6,,-1,,
2026-06-19 12:33:34,1781872414347,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/,GET,,500,58qvs-1781872413049-bd0079c7831b,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,,,,,"◇ injected env (0) from .env // tip: ◈ secrets for agents [www.dotenvx.com]
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:33:33,1781872413049,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app/,GET,,500,58qvs-1781872413049-bd0079c7831b,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,task-management-application1-i2pc9afnx-vinith-kumar-rs-projects.vercel.app,dpl_4rAHkV4VNbexYhV9CjADR5tXGcSh,733,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFXYJX3Q7J74XBMNWS85JV7,,-1,,
